Product_Name,Brand,RAM,Offer,Ratings,Selling_Price,Total,Processor_Brand,Processor
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
MSI Core i7 13th Gen ,MSI,16 GB,13% ,4.2,174990,201990,Intel,Intel Core i7 Processor (13th Gen)
ALIENWARE Core i7 10th Gen ,ALIENWARE,16 GB,14% ,4.1,202490,237937,NVIDIA,NVIDIA GeForce RTX 2060
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
Valve Zen 2 2nd Gen ,Valve,16 GB,11% ,4.2,70990,79990,AMD,AMD Zen 2 Processor (2nd Gen)
MSI Core i5 12th Gen ,MSI,16 GB,27% ,4.1,48990,67990,Intel,Intel Core i5 Processor (12th Gen)
DELL G15 Core i7 11th Gen ,DELL,16 GB,24% ,4.5,99000,131719,Intel,Intel Core i7 Processor (11th Gen)
Acer Aspire 7 (2023) Core i5 12th Gen ,Acer,16 GB,22% ,4.2,65990,84999,Intel,Intel Core i5 Processor (12th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
GIGABYTE G5 KD Core i5 11th Gen ,GIGABYTE,16 GB,33% ,4.4,79990,119990,Intel,Intel Core i5 Processor (11th Gen)
MSI GF63 Thin Core i7 11th Gen ,MSI,16 GB,23% ,4.4,72990,95990,Intel,Intel Core i7 Processor (11th Gen)
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
DELL core i5 Core i5 12th Gen ,DELL,8 GB,24% ,4.2,59999,78999,Intel,Intel Core i5 Processor (12th Gen)
HP OMEN Core i7 11th Gen ,HP,16 GB,14% ,1.0,113990,132717,Intel,Intel Core i7 Processor (11th Gen)
DELL Inspiron Core i3 11th Gen ,DELL,8 GB,33% ,4.0,38990,58889,Intel,Intel Core i3 Processor (11th Gen)
DELL G15 Core i5 12th Gen ,DELL,16 GB,35% ,4.1,73290,112800,Intel,Intel Core i5 Processor (12th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,46% ,4.0,14990,27990,MediaTek,MediaTek MediaTek MT8788 Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
HP Pavilion Intel Core i5 11th Gen ,HP,16 GB,16% ,4.5,69990,83900,Intel,Intel Core i5 Processor (11th Gen)
APPLE 2022 MacBook Pro M2 ,APPLE,8 GB,7% ,4.5,119990,129900,Apple,Apple M2 Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
DELL Vostro Ryzen 3 Dual Core R3,DELL,8GB,30% ,3.8,34990,50510,Processor:,Processor: AMD Ryzen 3-3250U (2.60 GHz up to 3.50 GHz)
HP Ryzen 7 Octa Core 5700U ,HP,8 GB,17% ,4.2,60990,73625,AMD,AMD Ryzen 7 Octa Core Processor
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS ,ASUS,16 GB,33% ,4.2,135990,204990,AMD,AMD Ryzen 9 Octa Core Processor
APPLE 2022 MacBook AIR M2 ,APPLE,8 GB,7% ,4.7,137990,149900,Apple,Apple M2 Processor
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U ,ASUS,16 GB,23% ,4.2,51912,67990,AMD,AMD Ryzen 5 Quad Core Processor
ASUS ROG Flow X13 Ryzen 7 Octa Core AMD R7,ASUS,16 GB,28% ,4.2,127999,177990,AMD,AMD Ryzen 7 Octa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
DELL Ryzen 7 Octa Core 6800H ,DELL,16 GB,30% ,4.2,109490,157867,AMD,AMD Ryzen 7 Octa Core Processor
ASUS TUF Gaming F15 Core i5 10th Gen ,ASUS,8 GB,17% ,4.5,66990,80990,Intel,Intel Core i5 Processor (10th Gen)
ASUS Ryzen 7 Quad Core ,ASUS,16 GB,20% ,4.2,83597,105000,Intel,Intel Ryzen 7 Quad Core Processor
ASUS ROG Flow X13 Ryzen 7 Octa Core AMD R7,ASUS,16 GB,28% ,4.2,127999,177990,AMD,AMD Ryzen 7 Octa Core Processor
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U ,ASUS,16 GB,23% ,4.2,51912,67990,AMD,AMD Ryzen 5 Quad Core Processor
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS ,ASUS,16 GB,33% ,4.2,135990,204990,AMD,AMD Ryzen 9 Octa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
Lenovo Legion S7 Intel Core i7 12th Gen ,Lenovo,16 GB,40% ,4.2,125900,211290,Intel,Intel Core i7 Processor (12th Gen)
ASUS Core i7 12th Gen ,ASUS,16 GB,42% ,4.2,96999,170000,Intel,Intel Core i7 Processor (12th Gen)
ASUS ROG Strix G16 (2023) with 90WHr Battery Intel HX,ASUS,16 GB,16% ,4.2,209990,251990,Intel,Intel Core i9 Processor (13th Gen)
Lenovo IdeaPad 3 Intel Celeron Dual Core 4th Gen ,Lenovo,4 GB,21% ,4.0,30500,38999,Intel,Intel Celeron Dual Core Processor (4th Gen)
Infinix ZEROBOOK 13 Intel Core i5 13th Gen ,Infinix,16 GB,22% ,4.3,61990,79990,Intel,Intel Core i5 Processor (13th Gen)
Infinix INBook X1 Neo Series Celeron Quad Core 11th Gen ,Infinix,4 GB,6% ,4.1,27990,29999,Intel,Intel Celeron Quad Core Processor (11th Gen)
HP 255 G8 Ryzen 3 Dual Core AMD Ryzen3 3250 ,HP,8 GB,22% ,4.4,34800,44912,AMD,AMD Ryzen 3 Dual Core Processor
ASUS ROG Zephyrus G16 (2023) with 90WHr Battery Intel H,ASUS,16 GB,16% ,4.2,169990,203990,Intel,Intel Core i9 Processor (13th Gen)
Infinix ZEROBOOK 13 Intel Core i7 13th Gen ,Infinix,32 GB,35% ,4.2,76990,119990,Intel,Intel Core i7 Processor (13th Gen)
Infinix INBook X1 Core i3 10th Gen ,Infinix,8 GB,24% ,4.2,37999,49999,Intel,Intel Core i3 Processor (10th Gen)
ASUS ROG Strix G16 (2023) with 90WHr Battery Intel HX,ASUS,16 GB,36% ,4.2,152990,239990,Intel,Intel Core i7 Processor (13th Gen)
DELL Inspiron Core i3 11th Gen ,DELL,8GB,31% ,4.1,41049,59999,Processor:,Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 Cores
MSI Core i5 12th Gen ,MSI,16 GB,19% ,4.2,69990,86990,Intel,Intel Core i5 Processor (12th Gen)
ASUS ROG Flow X13 with RTX 3080 eGPU Ryzen 9 Octa Core 5980HS ,ASUS,32 GB,48% ,4.2,179990,350990,AMD,AMD Ryzen 9 Octa Core Processor
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U ,Lenovo,16 GB,44% ,4.3,47990,86290,AMD,AMD Ryzen 5 Hexa Core Processor
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U ,Lenovo,8 GB,35% ,4.3,43990,68490,AMD,AMD Ryzen 5 Hexa Core Processor
ASUS VivoBook 15 Ryzen 3 Dual Core AMD R3,ASUS,4 GB,37% ,4.3,26990,42990,AMD,AMD Ryzen 3 Dual Core Processor
DELL Inspiron Core i5 11th Gen ,DELL,16 GB,33% ,4.2,65990,99980,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,26% ,4.3,51990,70790,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Thinkbook Core i5 12th Gen ,Lenovo,8 GB,18% ,4.2,52190,64029,Intel,Intel Core i5 Processor (12th Gen)
ASUS VivoBook 14 (2022) Core i5 11th Gen ,ASUS,8 GB,19% ,4.2,58500,72990,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Ideapad Gaming 3 Intel Core i5 11th Gen ,Lenovo,16 GB,26% ,4.3,55990,76090,Intel,Intel Core i5 Processor (11th Gen)
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen ,ASUS,16 GB,23% ,5.0,175100,227990,Intel,Intel Core i7 Processor (12th Gen)
Acer Nitro 5 Ryzen 5 Hexa Core AMD R5,Acer,8 GB,26% ,4.3,67990,92999,AMD,AMD Ryzen 5 Hexa Core Processor
Lenovo Ryzen 3 Quad Core 7320U ,Lenovo,8 GB,32% ,4.2,39990,59390,AMD,AMD Ryzen 3 Quad Core Processor
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,39% ,4.1,39990,66390,Intel,Intel Core i3 Processor (12th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,29% ,4.3,38990,54999,Intel,Intel Core i3 Processor (10th Gen)
HP Core i5 13th Gen ,HP,8 GB,12% ,4.2,68400,78200,Intel,Intel Core i5 Processor (13th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,41% ,4.2,34990,60090,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen ,Lenovo,8 GB,37% ,4.1,39990,64290,Intel,Intel Core i3 Processor (12th Gen)
ASUS Vivobook Go 14 (2023) Intel ,ASUS,8 GB,23% ,4.2,38990,50990,Intel,Intel Core i3 Processor
Lenovo Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,27% ,4.2,134990,186090,AMD,AMD Ryzen 7 Octa Core Processor
HP 14s Core i5 11th Gen ,HP,8 GB,22% ,4.2,57990,74990,Intel,Intel Core i5 Processor (11th Gen)
DELL Core i3 11th Gen ,DELL,8 GB,37% ,4.2,35400,56497,Intel,Intel Core i3 Processor (11th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 5600H ,Lenovo,8 GB,31% ,4.4,49990,72990,AMD,AMD Ryzen 5 Hexa Core Processor
HP 15s Intel Core i5 11th Gen ,HP,8 GB,20% ,4.3,55490,70171,Intel,Intel Core i5 Processor (11th Gen)
MSI GP76 Core i7 11th Gen ,MSI,16 GB,10% ,4.4,180990,201990,Pre-installed,Pre-installed Genuine Windows 10 Home OS
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
HP 250 G8 Core i3 11th Gen ,HP,8 GB,28% ,4.0,34290,47999,Intel,Intel Core i3 Processor (11th Gen)
MSI Core i9 13th Gen ,MSI,64 GB,12% ,4.2,489990,559990,Intel,Intel Core i9 Processor (13th Gen)
"ASUS Vivobook 16X (2023) For Creator, Intel H",ASUS,16 GB,23% ,4.2,70990,92990,Intel,Intel Core i5 Processor (12th Gen)
DELL Inspiron Ryzen 5 Hexa Core 5625U ,DELL,8 GB,21% ,4.2,78061,98833,AMD,AMD Ryzen 5 Hexa Core Processor
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
Acer Nitro 5 Gaming Core i7 12th Gen ,Acer,16 GB,19% ,4.2,99990,123999,Intel,Intel Core i7 Processor (12th Gen)
ASUS VivoBook Gaming (2020) Core i7 10th Gen ,ASUS,8 GB,12% ,4.3,87390,99990,Intel,Intel Core i7 Processor (10th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
ASUS Ryzen 7 Octa Core 10th Gen ,ASUS,16 GB,10% ,4.2,77650,86990,AMD,AMD Ryzen 7 Octa Core Processor (10th Gen)
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.3,62990,93690,Intel,Intel Core i5 Processor (11th Gen)
ASUS Core i7 12th Gen ,ASUS,16 GB,41% ,4.2,99500,170000,Intel,Intel Core i7 Processor (12th Gen)
HP Chromebook x360 Intel Celeron Dual Core ,HP,4 GB,28% ,4.1,22990,32295,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Lenovo V15 G2 Core i3 11th Gen ,Lenovo,8 GB,36% ,4.1,37990,59700,Intel,Intel Core i3 Processor (11th Gen)
DELL Core i3 12th Gen ,DELL,8 GB,36% ,3.9,40990,64133,Intel,Intel Core i3 Processor (12th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
HP Victus Ryzen 5 Hexa Core 6600H ,HP,8 GB,18% ,4.2,78680,96579,AMD,AMD Ryzen 5 Hexa Core Processor
DELL Core i3 12th Gen ,DELL,8 GB,31% ,4.3,42500,61855,Intel,Intel Core i3 Processor (12th Gen)
"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600H ",ASUS,16 GB,17% ,4.8,64980,78990,AMD,AMD Ryzen 5 Hexa Core Processor
DELL Inspiron 3501 Core i5 11th Gen ,DELL,8 GB,13% ,4.3,57150,66000,Intel,Intel Core i5 Processor (11th Gen)
ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX ,ASUS,16 GB,39% ,4.9,119990,197990,AMD,AMD Ryzen 9 Octa Core Processor
ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9,ASUS,16 GB,23% ,4.5,104990,136990,AMD,AMD Ryzen 9 Octa Core Processor
ASUS VivoBook 14 (2022) Core i5 11th Gen ,ASUS,8 GB,19% ,4.2,58500,72990,Intel,Intel Core i5 Processor (11th Gen)
Infinix X1 Slim Series Core i7 10th Gen ,Infinix,16 GB,28% ,3.8,49990,69999,Intel,Intel Core i7 Processor (10th Gen)
GIGABYTE G5 GE,GIGABYTE,8 GB,42% ,4.8,62990,109990,Intel,Intel Core i5 Processor (12th Gen)
MSI Raider GE66 Core i7 12th Gen ,MSI,16 GB,12% ,4.2,244990,279990,Intel,Intel Core i7 Processor (12th Gen)
DELL Inspiron Core i3 12th Gen ,DELL,8GB,27% ,4.0,58990,81585,Processor:,"Processor: Intel i3-1215U (0.9 GHz up to 4.40 GHz), 6 Cores, 10MB CPU Cache"
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS ,ASUS,32 GB,43% ,4.2,119990,213990,AMD,AMD Ryzen 7 Octa Core Processor
HP Intel Core i3 11th Gen ,HP,8 GB,8% ,4.2,52990,58174,Intel,Intel Core i3 Processor (11th Gen)
HP Pavilion Plus Creator OLED Eyesafe (2023) Intel H,HP,16 GB,19% ,4.5,80222,99533,Intel,Intel Core i5 Processor (12th Gen)
Lenovo Ryzen 5 Hexa Core ,Lenovo,16 GB,31% ,4.2,64990,95090,AMD,AMD Ryzen 5 Hexa Core Processor
ASUS Vivobook 17 Core i5 11th Gen ,ASUS,16 GB,39% ,3.6,51990,85990,Intel,Intel Core i5 Processor (11th Gen)
MSI Pulse GL66 Core i7 11th Gen ,MSI,16 GB,23% ,4.6,94990,123990,Pre-installed,Pre-installed Genuine Windows 10 Home OS
HP Ryzen 5 Quad Core R5 5500 ,HP,8 GB,14% ,4.2,40990,48146,AMD,AMD Ryzen 5 Quad Core Processor
HP G8 Ryzen 3 Dual Core AMD Ryzen 3 3250U ,HP,8 GB,29% ,4.2,28750,40528,AMD,AMD Ryzen 3 Dual Core Processor
DELL Vostro Ryzen 3 Quad Core 5425U ,DELL,8 GB,25% ,4.2,37990,50852,AMD,AMD Ryzen 3 Quad Core Processor
DELL Ryzen 7 Octa Core 6800H ,DELL,16 GB,28% ,4.2,146990,206581,AMD,AMD Ryzen 7 Octa Core Processor
Acer Aspire 5 Core i5 12th Gen ,Acer,8 GB,21% ,4.3,57990,73999,Intel,Intel Core i5 Processor (12th Gen)
HP Ryzen 5 Quad Core 7520U ,HP,16 GB,8% ,4.2,56990,62526,AMD,AMD Ryzen 5 Quad Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
DELL Alienware Core i7 12th Gen ,DELL,32 GB,23% ,4.2,280490,365284,Intel,Intel Core i7 Processor (12th Gen)
Acer Nitro 5 Core i5 12th Gen ,Acer,8 GB,25% ,4.5,74990,99999,Intel,Intel Core i5 Processor (12th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
ASUS Ryzen 5 Quad Core ,ASUS,16 GB,28% ,4.2,51103,70990,AMD,AMD Ryzen 5 Quad Core Processor
HP Victus Core i5 12th Gen ,HP,8 GB,19% ,4.0,66990,83036,Intel,Intel Core i5 Processor (12th Gen)
HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H ,HP,16 GB,13% ,4.2,109990,127036,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo Ideapad 5 Ryzen 7 Octa Core 5700U ,Lenovo,16 GB,29% ,4.0,66988,95090,AMD,AMD Ryzen 7 Octa Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix ZEROBOOK 13 Intel Core i5 13th Gen ,Infinix,16 GB,22% ,4.3,61990,79990,Intel,Intel Core i5 Processor (13th Gen)
HP 14s Intel Core i3 11th Gen ,HP,8 GB,20% ,4.3,38999,48933,Intel,Intel Core i3 Processor (11th Gen)
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen ,ASUS,16 GB,25% ,4.2,179990,242990,Intel,Intel Core i9 Processor (12th Gen)
Infinix INBook X1 Neo Series Celeron Quad Core 11th Gen ,Infinix,4 GB,6% ,4.1,27990,29999,Intel,Intel Celeron Quad Core Processor (11th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
MSI Modern 14 Core i3 11th Gen ,MSI,8 GB,12% ,4.2,48990,55990,Intel,Intel Core i3 Processor (11th Gen)
Acer Ryzen 3 Dual Core 3250U ,Acer,8 GB,38% ,4.0,26990,43999,AMD,AMD Ryzen 3 Dual Core Processor
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen ,Lenovo,8 GB,37% ,4.2,37999,61000,Intel,Intel Core i3 Processor (11th Gen)
ASUS Ryzen 7 Quad Core 10th Gen ,ASUS,16 GB,24% ,4.2,152990,201990,AMD,AMD Ryzen 7 Quad Core Processor (10th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
Infinix ZEROBOOK 13 Intel Core i7 13th Gen ,Infinix,32 GB,35% ,4.2,76990,119990,Intel,Intel Core i7 Processor (13th Gen)
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i7 12th Gen ,ASUS,16 GB,28% ,4.2,159990,224990,Intel,Intel Core i7 Processor (12th Gen)
MSI Core i7 13th Gen ,MSI,16 GB,11% ,4.2,144990,162990,Intel,Intel Core i7 Processor (13th Gen)
HP Chromebook x360 Intel Celeron Dual Core ,HP,4 GB,28% ,4.1,22990,32295,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Lenovo Ryzen 3 Dual Core 3rd Gen ,Lenovo,8 GB,35% ,4.0,35398,54490,AMD,AMD Ryzen 3 Dual Core Processor (3rd Gen)
"ASUS Vivobook Pro 15 OLED (2023) For Creator, Intel H",ASUS,16 GB,26% ,4.2,121622,165000,Intel,Intel Core i5 Processor (13th Gen)
Acer Extensa Core i3 11th Gen ,Acer,8 GB,22% ,4.1,33999,43999,Intel,Intel Core i3 Processor (11th Gen)
Acer Aspire Vero Core i3 13th Gen ,Acer,16 GB,22% ,4.3,47990,61999,Intel,Intel Core i3 Processor (13th Gen)
CHUWI Core i3 10th Gen ,CHUWI,8 GB,50% ,4.4,24990,49990,Intel,Intel Core i3 Processor (10th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
Lenovo Core i3 11th Gen ,Lenovo,4 GB,28% ,4.2,34990,49096,Intel,Intel Core i3 Processor (11th Gen)
DELL Core i7 12th Gen ,DELL,16 GB,30% ,4.2,112390,161531,Intel,Intel Core i7 Processor (12th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
MSI Katana 15 Core i5 12th Gen ,MSI,16 GB,17% ,4.2,79990,96900,Intel,Intel Core i5 Processor (12th Gen)
MSI Core i7 13th Gen ,MSI,16 GB,19% ,4.2,279990,347990,Intel,Intel Core i7 Processor (13th Gen)
Acer Extensa Core i3 11th Gen ,Acer,8 GB,36% ,3.9,30950,48999,Intel,Intel Core i3 Processor (11th Gen)
ASUS ROG Zephyrus M16 (2022) Core i9 12th Gen ,ASUS,32 GB,15% ,4.7,241990,287990,Intel,Intel Core i9 Processor (12th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix INBook X1 Core i5 10th Gen ,Infinix,8 GB,28% ,4.1,43199,59999,Intel,Intel Core i5 Processor (10th Gen)
Lenovo IdeaPad 3 Intel Core i5 12th Gen ,Lenovo,8 GB,36% ,4.2,53990,85000,Intel,Intel Core i5 Processor (12th Gen)
DELL Vostro Core i3 11th Gen ,DELL,8 GB,39% ,2.8,38384,63018,Intel,Intel Core i3 Processor (11th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
Primebook 4G Android Based MediaTek MT8788 ,Primebook,4 GB,44% ,4.1,13990,24990,MediaTek,MediaTek MediaTek MT8788 Processor
MSI Ryzen 7 Octa Core 7730U ,MSI,16 GB,16% ,4.2,51990,61991,AMD,AMD Ryzen 7 Octa Core Processor
Acer Swift X Core i7 11th Gen ,Acer,16 GB,14% ,4.2,114990,134999,Intel,Intel Core i7 Processor (11th Gen)
ASUS Core i5 12th Gen ,ASUS,16 GB,20% ,3.3,71429,89990,Intel,Intel Core i5 Processor (12th Gen)
ASUS Ryzen 5 Quad Core ,ASUS,8 GB,26% ,4.2,45990,62990,AMD,AMD Ryzen 5 Quad Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen ,Infinix,32 GB,36% ,4.3,94990,149990,Intel,Intel Core i9 Processor (12th Gen)
Lenovo Yoga 7i Ryzen 7 Octa Core R7,Lenovo,16 GB,29% ,4.2,91750,130090,AMD,AMD Ryzen 7 Octa Core Processor (5th Gen)
ASUS VivoBook 17 Ryzen 5 Hexa Core 5500U ,ASUS,16 GB,27% ,3.2,54490,74990,AMD,AMD Ryzen 5 Hexa Core Processor
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.3,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
HP Pavilion Ryzen 7 Octa Core 5825U ,HP,16 GB,12% ,4.3,74500,85000,AMD,AMD Ryzen 7 Octa Core Processor
DELL Ryzen 7 Octa Core AMD R7,DELL,16 GB,32% ,4.2,109990,162377,AMD,AMD Ryzen 7 Octa Core Processor
DELL Core i5 12th Gen ,DELL,8 GB,28% ,4.1,67990,95225,Intel,Intel Core i5 Processor (12th Gen)
"ASUS Vivobook Pro 16 OLED (2023) For Creator, Intel H",ASUS,16 GB,18% ,5.0,124990,152990,Intel,Intel Core i5 Processor (13th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
